1 - Qual a sua idade?,2 - Reside em Cachoeira do sul ou se mudaria para a cidade:,"3 - Se não reside em Cachoeira do Sul, mora em qual cidade?",4 - Qual a sua escolaridade:,"5 - Se possuí formação superior, qual o nível:","6 - Se você trabalha, qual a sua área de atuação:",7 - Seria a sua primeira vez estudando na UFSM-CS:,8 - Qual curso está cursando na UFSM-CS?,9 - Em quanto tempo pretende iniciar uma graduação?,"10 - Teria interesse em cursos da área de Exatas (como Matemática, Física, Química, Engenharia, entre outros)? Essa área abrange cursos voltados para o raciocínio lógico, cálculo, experimentação e tecnologia, podendo ter foco em pesquisa, indústria ou ensino (Licenciatura).","11 - Na sua opinião, qual a maior dificuldade para iniciar ou concluir uma graduação:","12 - Sobre o curso apresentado (Ciências Exatas e Sustentabilidade Tecnológica), você teria interesse em cursá-lo na UFSM-CS?",13 - Qual seu nível de interesse em fazer o curso apresentado?,14 - Qual turno seria mais adequado para você fazer o curso?,15 - Quais fatores te influenciam na escolha do curso? (marque até 2),16 - Você estaria disposto a fazer o curso mesmo se precisasse trabalhar e estudar ao mesmo tempo?,17 - Qual é o seu nível de interesse em um curso de Engenharia de Software?,"18 -  Se não tem interesse em nenhum desses cursos, teria interesse em algum outro:",19 - Em qual dos cursos ofertados pela UFSM-CS você tem interesse?,"20 - Em qual curso,  não ofertado pela UFSM-CS ,  você tem interesse?",24 - Você conhece alguém que teria interesse em fazer alguns dos cursos apresentados?,Identificação
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Freelancer / Autônomo,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Falta de dinheiro,Não,,,,,Talvez teria interesse,,,,Não,Panfletos
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Comércio / Vendas / Atendimento,Sim,,Ainda sem previsão,"Sim, tenho interesse",Falta de tempo,"Não, mas tenho interesse em outro curso não ofertado na UFSM-CS",,,,,,,,Nutrição ,Não,Panfletos
25–34,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Bacharel,Educação / Ensino / Pedagogia,"Não, já me formei em outro curso",,Sem interesse,Não tenho interesse,,,,,,,,,,,Não,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Bacharel,"Saúde (ex: enfermagem, medicina, odontologia)",Sim,,Sem interesse,Não tenho interesse,,,,,,,,,,,Sim,Panfletos
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Bacharel,Administração / Gestão,"Não, estou cursando outro curso na UFSM-CS no momento",Ciências de Dados e Inteligência Artificial,,"Sim, tenho interesse",Trabalho / família,Não,,,,,Tenho interesse,,,,Sim,Panfletos
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Freelancer / Autônomo,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Falta de tempo,Não,,,,,Não tenho interesse,"Sim, tenho interesse em outro curso da UFSM-CS",Engenharia Mecânica,,Não,Panfletos
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Não estou trabalhando,"Não, estou cursando outro curso na UFSM-CS no momento",Engenharia Agrícola,,"Sim, tenho interesse",Falta de dinheiro,"Não, pois já estou cursando outro curso na UFSM-CS",,,,,,,,,,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Advogado,Comércio / Vendas / Atendimento,"Não, já me formei em outro curso",,Sem interesse,Não tenho interesse,,,,,,,,,,,Não,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Licenciatura,Não estou trabalhando,Sim,,Ainda sem previsão,Não tenho interesse,,,,,,,,,,,Não,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Comércio / Vendas / Atendimento,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Trabalho / família,"Não, mas conheço alguém que teria interesse",,,,,,,,,Sim,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Bacharel,Administração / Gestão,Sim,,Ainda sem previsão,"Sim, tenho interesse",Falta de tempo,"Não, mas conheço alguém que teria interesse",,,,,,,,,Sim,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Tecnólogo,Administração / Gestão,Sim,,Ainda sem previsão,"Sim, tenho interesse",Trabalho / família,Sim,4- Interesse alto,Noturno,"Afinidade com a área, Duração do curso",Talvez,Tenho interesse,,,,Sim,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Tecnólogo,Administração / Gestão,Sim,,Ainda sem previsão,Não tenho interesse,,,,,,,,,,,Não,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Bacharel,Administração / Gestão,Sim,,Em 1–2 anos,"Talvez, dependendo do curso",Trabalho / família,Talvez,3 – Interesse moderado,Noturno,"Remuneração no mercado, Facilidade de inserção profissional",Sim,Talvez teria interesse,,,,Não,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Bacharel,Educação / Ensino / Pedagogia,Sim,,Ainda sem previsão,"Talvez, dependendo do curso",Idade,"Não, mas conheço alguém que teria interesse",,,,,,,,,Sim,Panfletos
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Indústria / Produção,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de dinheiro,Sim,3 – Interesse moderado,Noturno,"Remuneração no mercado, Prestígio da profissão, Opinião de familiares/amigos",Sim,Tenho interesse,,,,Não,Panfletos
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Técnico,"Saúde (ex: enfermagem, medicina, odontologia)",Sim,,Sem interesse,Não tenho interesse,,,,,,,,,,,Não,Panfletos
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Tecnólogo,Administração / Gestão,"Não, estou cursando outro curso na UFSM-CS no momento",Arquitetura e Urbanismo,,"Talvez, dependendo do curso",Falta de informação,"Não, pois já estou cursando outro curso na UFSM-CS",,,,,,,,,,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,"Saúde (ex: enfermagem, medicina, odontologia)",Sim,,Ainda sem previsão,"Sim, tenho interesse",Falta de tempo,Talvez,1 – Não tenho interesse,Noturno,"Remuneração no mercado, Facilidade de inserção profissional",Talvez,Talvez teria interesse,,,,Sim,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Tecnólogo,Não estou trabalhando,Sim,,Ainda sem previsão,Não tenho interesse,,,,,,,,,,,Não,Panfletos
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Bacharel,Indústria / Produção,Sim,,Ainda sem previsão,"Sim, tenho interesse",Trabalho / família,Sim,4- Interesse alto,Noturno,"Afinidade com a área, Remuneração no mercado",Talvez,Não tenho interesse,"Sim, mas em outro curso não ofertado pela UFSM-CS",,Veterinária,Sim,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Bacharel,Comércio / Vendas / Atendimento,Sim,,Em 1–2 anos,Não tenho interesse,,,,,,,,,,,Não,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Tecnólogo,Financeiro,Sim,,Em 1–2 anos,"Talvez, dependendo do curso",Trabalho / família,Sim,3 – Interesse moderado,Noturno,"Afinidade com a área, Duração do curso",Talvez,Tenho interesse,,,,Sim,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Pós-graduação,Educação / Ensino / Pedagogia,"Não, já me formei em outro curso",,Sem interesse,Não tenho interesse,,,,,,,,,,,Não,Panfletos
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Tecnólogo,Administração / Gestão,"Não, tranquei o último curso",,Já estou cursando,Não tenho interesse,,,,,,,,,,,Não,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Freelancer / Autônomo,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de tempo,Sim,5 - Interesse muito alto,Noturno,Prestígio da profissão,Sim,Tenho interesse,,,,Sim,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Tecnólogo,Administração / Gestão,Sim,,Em até 1 ano,Não tenho interesse,,,,,,,,,,,Sim,Panfletos
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,"Saúde (ex: enfermagem, medicina, odontologia)",Sim,,Nos próximos 6 meses,"Talvez, dependendo do curso",Falta de dinheiro,"Não, mas tenho interesse em outro curso não ofertado na UFSM-CS",,,,,,,,Biologia ,Não,Panfletos
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Tecnólogo,Indústria / Produção,Sim,,Nos próximos 6 meses,"Sim, tenho interesse",Falta de informação,"Não, mas tenho interesse em outro curso ofertado na UFSM-CS",,,,,,"Sim, tenho interesse em outro curso da UFSM-CS",Engenharia de Transporte e Logística,,Sim,Panfletos
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Não estou trabalhando,Sim,,Já estou cursando,"Talvez, dependendo do curso", ,"Não, mas conheço alguém que teria interesse",,,,,,,,,Sim,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Bacharel,"Saúde (ex: enfermagem, medicina, odontologia)",Sim,,Ainda sem previsão,Não tenho interesse,,,,,,,,,,,Não,Panfletos
35+,"Sim, eu moro em Cachoeira do Sul",,Pós-graduação,Licenciatura,Aposentada,"Não, já me formei em outro curso",,Ainda sem previsão,"Talvez, dependendo do curso",Falta de informação,"Não, mas conheço alguém que teria interesse",,,,,,,,,Sim,Panfletos
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Licenciatura,Educação / Ensino / Pedagogia,"Não, estou cursando outro curso na UFSM-CS no momento",Arquitetura e Urbanismo,,"Talvez, dependendo do curso",Falta de tempo,"Não, mas conheço alguém que teria interesse",,,,,,,,,Sim,Panfletos
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Técnico,Freelancer / Autônomo,"Não, estou cursando outro curso na UFSM-CS no momento",Engenharia Agrícola,,"Sim, tenho interesse",Falta de dinheiro,"Não, pois já estou cursando outro curso na UFSM-CS",,,,,,,,,,Online
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Freelancer / Autônomo,"Não, estou cursando outro curso na UFSM-CS no momento",Engenharia Elétrica,,"Talvez, dependendo do curso",Falta de tempo,"Não, pois já estou cursando outro curso na UFSM-CS",,,,,,,,,,Online
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Médio completo,Não tenho,Exército ,"Não, estou cursando outro curso na UFSM-CS no momento",Engenharia de Transporte e Logística,,Não tenho interesse,,,,,,,,,,,Não,Online
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Administração / Gestão,"Não, tranquei o último curso",,Nos próximos 6 meses,"Sim, tenho interesse",Falta de tempo,Sim,3 – Interesse moderado,Noturno,Remuneração no mercado,Não,Tenho interesse,,,,Sim,Online
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Não estou trabalhando,"Não, estou cursando outro curso na UFSM-CS no momento",Engenharia Elétrica,,"Sim, tenho interesse",Falta de dinheiro,Sim,3 – Interesse moderado,Noturno,"Afinidade com a área, Duração do curso",Sim,Talvez teria interesse,,,,Sim,Online
25–34,"Não, eu não moro em Cachoeira do Sul, mas teria interesse em me mudar para cursar na UFSM-CS",Salto do Jacuí - RS,Ensino Superior completo,Bacharel,Engenharia,"Não, já me formei em outro curso",,Ainda sem previsão,"Sim, tenho interesse",Falta de dinheiro,Sim,4- Interesse alto,Noturno,"Afinidade com a área, Remuneração no mercado, Prestígio da profissão",Talvez,Tenho interesse,,,,Sim,Online
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Técnico,Comércio / Vendas / Atendimento,"Não, tranquei o último curso",,Em até 1 ano,"Sim, tenho interesse",Falta de tempo,Sim,4- Interesse alto,Noturno,Afinidade com a área,Sim,Tenho interesse,,,,Sim,Online
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior completo,Bacharel,Não estou trabalhando,Sim,,Ainda sem previsão,"Sim, tenho interesse",Trabalho / família,Talvez,2 – Tenho pouco interesse,Noturno,"Remuneração no mercado, Facilidade de inserção profissional",Talvez,Talvez teria interesse,,,,Não,Online
25–34,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Bacharel,Não estou trabalhando,"Não, estou cursando outro curso na UFSM-CS no momento",Engenharia Elétrica,,"Sim, tenho interesse",Falta de dinheiro,"Não, pois já estou cursando outro curso na UFSM-CS",,,,,,,,,,Online
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Técnico,Estagiário,"Não, estou cursando outro curso na UFSM-CS no momento",Arquitetura e Urbanismo,,"Sim, tenho interesse",Falta de tempo,"Não, mas conheço alguém que teria interesse",,,,,,,,,Sim,Online
18–24,"Sim, eu moro em Cachoeira do Sul",,Ensino Superior incompleto,Não tenho,Não estou trabalhando,"Não, estou cursando outro curso na UFSM-CS no momento",Engenharia Agrícola,,"Talvez, dependendo do curso",Geralmente os professores da área da matéria e física acham que tem o rei na barriga e não focam no que realmente precisamos para a área ,Não,,,,,Tenho interesse,,,,Sim,Online
